Realmbreaker's Grasp,mom,4/21/2023,,Enchantment,Aura,{1}{W},2,,,Common,1,0,0,0,0,32,https://scryfall.com/card/mom/33/realmbreakers-grasp
Scrollshift,mom,4/21/2023,,Instant,,{2}{W},3,,,Common,1,0,0,0,0,33,https://scryfall.com/card/mom/34/scrollshift
Seal from Existence,mom,4/21/2023,,Enchantment,,{1}{W}{W},3,,,Uncommon,1,0,0,0,0,34,https://scryfall.com/card/mom/35/seal-from-existence
Seraph of New Capenna // Seraph of New Phyrexia,mom,4/21/2023,,Creature,Angel Soldier,{2}{W},3,2,2,Uncommon,1,0,0,0,0,35,https://scryfall.com/card/mom/36/seraph-of-new-capenna-seraph-of-new-phyrexia
Sigiled Sentinel,mom,4/21/2023,,Creature,Human Knight,{2}{W},3,2,2,Common,1,0,0,0,0,36,https://scryfall.com/card/mom/37/sigiled-sentinel
Sun-Blessed Guardian // Furnace-Blessed Conqueror,mom,4/21/2023,,Creature,Human Cleric,{1}{W},2,2,2,Uncommon,1,0,0,0,0,37,https://scryfall.com/card/mom/38/sun-blessed-guardian-furnace-blessed-conqueror
Sunder the Gateway,mom,4/21/2023,,Sorcery,,{1}{W},2,,,Common,1,0,0,0,0,38,https://scryfall.com/card/mom/39/sunder-the-gateway
Sunfall,mom,4/21/2023,,Sorcery,,{3}{W}{W},5,,,Rare,1,0,0,0,0,39,https://scryfall.com/card/mom/40/sunfall
Surge of Salvation,mom,4/21/2023,,Instant,,{W},1,,,Uncommon,1,0,0,0,0,40,https://scryfall.com/card/mom/41/surge-of-salvation
Wicked Slumber,mom,4/21/2023,,Instant,,{3}{U},4,,,Uncommon,0,1,0,0,0,83,https://scryfall.com/card/mom/84/wicked-slumber
Swordsworn Cavalier,mom,4/21/2023,,Creature,Human Knight,{1}{W},2,3,1,Common,1,0,0,0,0,41,https://scryfall.com/card/mom/42/swordsworn-cavalier
Tarkir Duneshaper // Burnished Dunestomper,mom,4/21/2023,,Creature,Dog Warrior,{W},1,1,2,Common,1,0,0,0,0,42,https://scryfall.com/card/mom/43/tarkir-duneshaper-burnished-dunestomper
Tiller of Flesh,mom,4/21/2023,,Creature,Phyrexian Knight,{3}{W},4,2,4,Uncommon,1,0,0,0,0,43,https://scryfall.com/card/mom/44/tiller-of-flesh
Zhalfirin Lancer,mom,4/21/2023,,Creature,Human Knight,{2}{W},3,3,3,Uncommon,1,0,0,0,0,44,https://scryfall.com/card/mom/45/zhalfirin-lancer
Artistic Refusal,mom,4/21/2023,,Instant,,{4}{U}{U},6,,,Uncommon,0,1,0,0,0,45,https://scryfall.com/card/mom/46/artistic-refusal
Assimilate Essence,mom,4/21/2023,,Instant,,{1}{U},2,,,Common,0,1,0,0,0,46,https://scryfall.com/card/mom/47/assimilate-essence
Astral Wingspan,mom,4/21/2023,,Enchantment,Aura,{4}{U},5,,,Uncommon,0,1,0,0,0,47,https://scryfall.com/card/mom/48/astral-wingspan
Captive Weird // Compleated Conjurer,mom,4/21/2023,,Creature,Weird,{U},1,1,3,Uncommon,0,1,0,0,0,48,https://scryfall.com/card/mom/49/captive-weird-compleated-conjurer
Change the Equation,mom,4/21/2023,,Instant,,{1}{U},2,,,Uncommon,0,1,0,0,0,49,https://scryfall.com/card/mom/50/change-the-equation
Chrome Host Seedshark,mom,4/21/2023,,Creature,Phyrexian Shark,{2}{U},3,2,4,Rare,0,1,0,0,0,50,https://scryfall.com/card/mom/51/chrome-host-seedshark
Complete the Circuit,mom,4/21/2023,,Instant,,{5}{U},6,,,Rare,0,1,0,0,0,51,https://scryfall.com/card/mom/52/complete-the-circuit
Corruption of Towashi,mom,4/21/2023,,Enchantment,,{4}{U},5,,,Uncommon,0,1,0,0,0,52,https://scryfall.com/card/mom/53/corruption-of-towashi
Disturbing Conversion,mom,4/21/2023,,Enchantment,Aura,{1}{U},2,,,Common,0,1,0,0,0,53,https://scryfall.com/card/mom/54/disturbing-conversion
Ephara's Dispersal,mom,4/21/2023,,Instant,,{2}{U},3,,,Common,0,1,0,0,0,54,https://scryfall.com/card/mom/55/epharas-dispersal
Expedition Lookout,mom,4/21/2023,,Creature,Merfolk Rogue,{1}{U},2,2,3,Common,0,1,0,0,0,55,https://scryfall.com/card/mom/56/expedition-lookout
Eyes of Gitaxias,mom,4/21/2023,,Sorcery,,{2}{U},3,,,Common,0,1,0,0,0,56,https://scryfall.com/card/mom/57/eyes-of-gitaxias
Faerie Mastermind,mom,4/21/2023,,Creature,Faerie Rogue,{1}{U},2,2,1,Rare,0,1,0,0,0,57,https://scryfall.com/card/mom/58/faerie-mastermind
Furtive Analyst,mom,4/21/2023,,Creature,Human Wizard,{2}{U},3,1,4,Common,0,1,0,0,0,58,https://scryfall.com/card/mom/59/furtive-analyst
Halo-Charged Skaab,mom,4/21/2023,,Creature,Zombie,{4}{U},5,4,4,Common,0,1,0,0,0,59,https://scryfall.com/card/mom/60/halo-charged-skaab
Invasion of Arcavios // Invocation of the Founders,mom,4/21/2023,,Battle,Siege,{3}{U}{U},5,,7,Rare,0,1,0,0,0,60,https://scryfall.com/card/mom/61/invasion-of-arcavios-invocation-of-the-founders
Invasion of Kamigawa // Rooftop Saboteurs,mom,4/21/2023,,Battle,Siege,{3}{U},4,,4,Uncommon,0,1,0,0,0,61,https://scryfall.com/card/mom/62/invasion-of-kamigawa-rooftop-saboteurs
"Invasion of Segovia // Caetus, Sea Tyrant of Segovia",mom,4/21/2023,,Battle,Siege,{2}{U},3,,4,Rare,0,1,0,0,0,62,https://scryfall.com/card/mom/63/invasion-of-segovia-caetus-sea-tyrant-of-segovia
Invasion of Vryn // Overloaded Mage-Ring,mom,4/21/2023,,Battle,Siege,{3}{U},4,,4,Uncommon,0,1,0,0,0,63,https://scryfall.com/card/mom/64/invasion-of-vryn-overloaded-mage-ring
Jin-Gitaxias // The Great Synthesis,mom,4/21/2023,Legendary ,Creature,Phyrexian Praetor,{3}{U}{U},5,5,5,Mythic Rare,0,1,0,0,0,64,https://scryfall.com/card/mom/65/jin-gitaxias-the-great-synthesis
Meeting of Minds,mom,4/21/2023,,Instant,,{3}{U},4,,,Common,0,1,0,0,0,65,https://scryfall.com/card/mom/66/meeting-of-minds
Moment of Truth,mom,4/21/2023,,Instant,,{1}{U},2,,,Common,0,1,0,0,0,66,https://scryfall.com/card/mom/67/moment-of-truth
Negate,mom,4/21/2023,,Instant,,{1}{U},2,,,Common,0,1,0,0,0,67,https://scryfall.com/card/mom/68/negate
Oculus Whelp,mom,4/21/2023,,Creature,Phyrexian Dragon,{3}{U},4,3,2,Common,0,1,0,0,0,68,https://scryfall.com/card/mom/69/oculus-whelp
Omen Hawker,mom,4/21/2023,,Creature,Cephalid Advisor,{U},1,1,1,Uncommon,0,1,0,0,0,69,https://scryfall.com/card/mom/70/omen-hawker
Oracle of Tragedy,mom,4/21/2023,,Creature,Human Wizard,{1}{U},2,1,3,Uncommon,0,1,0,0,0,70,https://scryfall.com/card/mom/71/oracle-of-tragedy
Order of the Mirror // Order of the Alabaster Host,mom,4/21/2023,,Creature,Human Knight,{1}{U},2,2,1,Common,0,1,0,0,0,71,https://scryfall.com/card/mom/72/order-of-the-mirror-order-of-the-alabaster-host
Preening Champion,mom,4/21/2023,,Creature,Bird Knight,{2}{U},3,2,2,Common,0,1,0,0,0,72,https://scryfall.com/card/mom/73/preening-champion
Protocol Knight,mom,4/21/2023,,Creature,Human Knight,{3}{U},4,3,4,Common,0,1,0,0,0,73,https://scryfall.com/card/mom/74/protocol-knight
"Rona, Herald of Invasion // Rona, Tolarian Obliterator",mom,4/21/2023,Legendary ,Creature,Human Wizard,{1}{U},2,1,3,Rare,0,1,0,0,0,74,https://scryfall.com/card/mom/75/rona-herald-of-invasion-rona-tolarian-obliterator
Saiba Cryptomancer,mom,4/21/2023,,Creature,Moonfolk Ninja,{1}{U},2,0,1,Common,0,1,0,0,0,75,https://scryfall.com/card/mom/76/saiba-cryptomancer
See Double,mom,4/21/2023,,Instant,,{2}{U}{U},4,,,Rare,0,1,0,0,0,76,https://scryfall.com/card/mom/77/see-double
Skyclave Aerialist // Skyclave Invader,mom,4/21/2023,,Creature,Merfolk Scout,{1}{U},2,2,1,Uncommon,0,1,0,0,0,77,https://scryfall.com/card/mom/78/skyclave-aerialist-skyclave-invader
Stasis Field,mom,4/21/2023,,Enchantment,Aura,{1}{U},2,,,Common,0,1,0,0,0,78,https://scryfall.com/card/mom/79/stasis-field
Temporal Cleansing,mom,4/21/2023,,Sorcery,,{3}{U},4,,,Common,0,1,0,0,0,79,https://scryfall.com/card/mom/80/temporal-cleansing
Thunderhead Squadron,mom,4/21/2023,,Creature,Human Knight,{5}{U},6,3,4,Common,0,1,0,0,0,80,https://scryfall.com/card/mom/81/thunderhead-squadron
Tidal Terror,mom,4/21/2023,,Creature,Octopus,{4}{U}{U},6,5,6,Common,0,1,0,0,0,81,https://scryfall.com/card/mom/82/tidal-terror
Transcendent Message,mom,4/21/2023,,Instant,,{X}{U}{U}{U}{U},4,,,Rare,0,1,0,0,0,82,https://scryfall.com/card/mom/83/transcendent-message
Xerex Strobe-Knight,mom,4/21/2023,,Creature,Human Knight,{2}{U},3,2,2,Uncommon,0,1,0,0,0,84,https://scryfall.com/card/mom/85/xerex-strobe-knight
Zephyr Singer,mom,4/21/2023,,Creature,Siren Pirate,{2}{U}{U},4,3,4,Rare,0,1,0,0,0,85,https://scryfall.com/card/mom/86/zephyr-singer
Zhalfirin Shapecraft,mom,4/21/2023,,Instant,,{1}{U},2,,,Common,0,1,0,0,0,86,https://scryfall.com/card/mom/87/zhalfirin-shapecraft
Aetherblade Agent // Gitaxian Mindstinger,mom,4/21/2023,,Creature,Human Rogue,{1}{B},2,1,1,Common,0,0,1,0,0,87,https://scryfall.com/card/mom/88/aetherblade-agent-gitaxian-mindstinger
Archpriest of Shadows,mom,4/21/2023,,Creature,Human Warlock,{3}{B}{B},5,4,4,Rare,0,0,1,0,0,88,https://scryfall.com/card/mom/89/archpriest-of-shadows
"Ayara, Widow of the Realm // Ayara, Furnace Queen",mom,4/21/2023,Legendary ,Creature,Elf Noble,{1}{B}{B},3,3,3,Rare,0,0,1,0,0,89,https://scryfall.com/card/mom/90/ayara-widow-of-the-realm-ayara-furnace-queen
Bladed Battle-Fan,mom,4/21/2023,,Artifact,Equipment,{1}{B},2,,,Common,0,0,1,0,0,90,https://scryfall.com/card/mom/91/bladed-battle-fan
Blightreaper Thallid // Blightsower Thallid,mom,4/21/2023,,Creature,Fungus,{1}{B},2,2,2,Uncommon,0,0,1,0,0,91,https://scryfall.com/card/mom/92/blightreaper-thallid-blightsower-thallid
Bloated Processor,mom,4/21/2023,,Creature,Phyrexian,{2}{B},3,3,2,Rare,0,0,1,0,0,92,https://scryfall.com/card/mom/93/bloated-processor
Breach the Multiverse,mom,4/21/2023,,Sorcery,,{5}{B}{B},7,,,Rare,0,0,1,0,0,93,https://scryfall.com/card/mom/94/breach-the-multiverse
Collective Nightmare,mom,4/21/2023,,Instant,,{2}{B},3,,,Uncommon,0,0,1,0,0,94,https://scryfall.com/card/mom/95/collective-nightmare
Compleated Huntmaster,mom,4/21/2023,,Creature,Phyrexian Elf Warrior,{2}{B},3,2,3,Uncommon,0,0,1,0,0,95,https://scryfall.com/card/mom/96/compleated-huntmaster
Consuming Aetherborn,mom,4/21/2023,,Creature,Aetherborn Vampire,{3}{B},4,2,2,Common,0,0,1,0,0,96,https://scryfall.com/card/mom/97/consuming-aetherborn
Corrupted Conviction,mom,4/21/2023,,Instant,,{B},1,,,Common,0,0,1,0,0,97,https://scryfall.com/card/mom/98/corrupted-conviction
Deadly Derision,mom,4/21/2023,,Instant,,{2}{B}{B},4,,,Common,0,0,1,0,0,98,https://scryfall.com/card/mom/99/deadly-derision
Dreg Recycler,mom,4/21/2023,,Creature,Phyrexian Beast,{1}{B},2,2,2,Common,0,0,1,0,0,99,https://scryfall.com/card/mom/100/dreg-recycler
Etched Familiar,mom,4/21/2023,,Artifact Creature,Phyrexian Fox,{2}{B},3,3,2,Common,0,0,1,0,0,100,https://scryfall.com/card/mom/101/etched-familiar
Etched Host Doombringer,mom,4/21/2023,,Creature,Phyrexian Demon,{4}{B},5,3,5,Common,0,0,1,0,0,101,https://scryfall.com/card/mom/102/etched-host-doombringer
Failed Conversion,mom,4/21/2023,,Enchantment,Aura,{4}{B},5,,,Common,0,0,1,0,0,102,https://scryfall.com/card/mom/103/failed-conversion
Final Flourish,mom,4/21/2023,,Instant,,{1}{B},2,,,Common,0,0,1,0,0,103,https://scryfall.com/card/mom/104/final-flourish
Flitting Guerrilla,mom,4/21/2023,,Creature,Faerie Rogue,{2}{B},3,2,2,Common,0,0,1,0,0,104,https://scryfall.com/card/mom/105/flitting-guerrilla
Gift of Compleation,mom,4/21/2023,,Enchantment,,{1}{B},2,,,Uncommon,0,0,1,0,0,105,https://scryfall.com/card/mom/106/gift-of-compleation
Glistening Deluge,mom,4/21/2023,,Sorcery,,{1}{B}{B},3,,,Uncommon,0,0,1,0,0,106,https://scryfall.com/card/mom/107/glistening-deluge
Gloomfang Mauler,mom,4/21/2023,,Creature,Nightmare,{5}{B}{B},7,5,5,Common,0,0,1,0,0,107,https://scryfall.com/card/mom/108/gloomfang-mauler
Grafted Butcher,mom,4/21/2023,,Creature,Phyrexian Samurai,{1}{B},2,2,2,Rare,0,0,1,0,0,108,https://scryfall.com/card/mom/109/grafted-butcher
Hoarding Broodlord,mom,4/21/2023,,Creature,Dragon,{5}{B}{B}{B},8,7,6,Rare,0,0,1,0,0,109,https://scryfall.com/card/mom/110/hoarding-broodlord
Ichor Drinker,mom,4/21/2023,,Creature,Phyrexian Vampire,{B},1,1,1,Common,0,0,1,0,0,110,https://scryfall.com/card/mom/111/ichor-drinker
Ichor Shade,mom,4/21/2023,,Creature,Phyrexian Shade,{2}{B},3,2,3,Common,0,0,1,0,0,111,https://scryfall.com/card/mom/112/ichor-shade
Invasion of Eldraine // Prickle Faeries,mom,4/21/2023,,Battle,Siege,{3}{B},4,,4,Uncommon,0,0,1,0,0,112,https://scryfall.com/card/mom/113/invasion-of-eldraine-prickle-faeries
"Invasion of Fiora // Marchesa, Resolute Monarch",mom,4/21/2023,,Battle,Siege,{4}{B}{B},6,,4,Rare,0,0,1,0,0,113,https://scryfall.com/card/mom/114/invasion-of-fiora-marchesa-resolute-monarch
Invasion of Innistrad // Deluge of the Dead,mom,4/21/2023,,Battle,Siege,{2}{B}{B},4,,5,Mythic Rare,0,0,1,0,0,114,https://scryfall.com/card/mom/115/invasion-of-innistrad-deluge-of-the-dead
Invasion of Ulgrotha // Grandmother Ravi Sengir,mom,4/21/2023,,Battle,Siege,{4}{B},5,,5,Uncommon,0,0,1,0,0,115,https://scryfall.com/card/mom/116/invasion-of-ulgrotha-grandmother-ravi-sengir
Merciless Repurposing,mom,4/21/2023,,Instant,,{4}{B}{B},6,,,Uncommon,0,0,1,0,0,116,https://scryfall.com/card/mom/117/merciless-repurposing
Mirrodin Avenged,mom,4/21/2023,,Instant,,{B},1,,,Common,0,0,1,0,0,117,https://scryfall.com/card/mom/118/mirrodin-avenged
Nezumi Freewheeler // Hideous Fleshwheeler,mom,4/21/2023,,Creature,Rat Samurai,{3}{B},4,3,3,Uncommon,0,0,1,0,0,118,https://scryfall.com/card/mom/119/nezumi-freewheeler-hideous-fleshwheeler
Nezumi Informant,mom,4/21/2023,,Creature,Rat Rogue,{1}{B},2,1,1,Common,0,0,1,0,0,119,https://scryfall.com/card/mom/120/nezumi-informant
Phyrexian Gargantua,mom,4/21/2023,,Creature,Phyrexian Horror,{4}{B}{B},6,4,4,Uncommon,0,0,1,0,0,120,https://scryfall.com/card/mom/121/phyrexian-gargantua
Pile On,mom,4/21/2023,,Instant,,{3}{B},4,,,Rare,0,0,1,0,0,121,https://scryfall.com/card/mom/122/pile-on
Render Inert,mom,4/21/2023,,Sorcery,,{2}{B},3,,,Uncommon,0,0,1,0,0,122,https://scryfall.com/card/mom/123/render-inert
Scorn-Blade Berserker,mom,4/21/2023,,Creature,Human Berserker,{B},1,0,1,Uncommon,0,0,1,0,0,123,https://scryfall.com/card/mom/124/scorn-blade-berserker
Sheoldred // The True Scriptures,mom,4/21/2023,Legendary ,Creature,Phyrexian Praetor,{3}{B}{B},5,4,5,Mythic Rare,0,0,1,0,0,124,https://scryfall.com/card/mom/125/sheoldred-the-true-scriptures
Tenured Oilcaster,mom,4/21/2023,,Creature,Phyrexian Wizard,{3}{B},4,2,4,Common,0,0,1,0,0,125,https://scryfall.com/card/mom/126/tenured-oilcaster
Traumatic Revelation,mom,4/21/2023,,Sorcery,,{1}{B},2,,,Common,0,0,1,0,0,126,https://scryfall.com/card/mom/127/traumatic-revelation
Unseal the Necropolis,mom,4/21/2023,,Instant,,{2}{B},3,,,Common,0,0,1,0,0,127,https://scryfall.com/card/mom/128/unseal-the-necropolis
Vanquish the Weak,mom,4/21/2023,,Instant,,{2}{B},3,,,Common,0,0,1,0,0,128,https://scryfall.com/card/mom/129/vanquish-the-weak
Akki Scrapchomper,mom,4/21/2023,,Creature,Phyrexian Goblin,{R},1,1,1,Common,0,0,0,1,0,129,https://scryfall.com/card/mom/130/akki-scrapchomper
Beamtown Beatstick,mom,4/21/2023,,Artifact,Equipment,{R},1,,,Common,0,0,0,1,0,130,https://scryfall.com/card/mom/131/beamtown-beatstick
Bloodfeather Phoenix,mom,4/21/2023,,Creature,Phoenix,{1}{R},2,2,2,Rare,0,0,0,1,0,131,https://scryfall.com/card/mom/132/bloodfeather-phoenix
Burning Sun's Fury,mom,4/21/2023,,Instant,,{1}{R},2,,,Common,0,0,0,1,0,132,https://scryfall.com/card/mom/133/burning-suns-fury
"Chandra, Hope''s Beacon",mom,4/21/2023,Legendary ,Planeswalker,Chandra,{4}{R}{R},6,,5,Mythic Rare,0,0,0,1,0,133,https://scryfall.com/card/mom/134/chandra-hopes-beacon
City on Fire,mom,4/21/2023,,Enchantment,,{5}{R}{R}{R},8,,,Rare,0,0,0,1,0,134,https://scryfall.com/card/mom/135/city-on-fire
Coming In Hot,mom,4/21/2023,,Instant,,{R},1,,,Common,0,0,0,1,0,135,https://scryfall.com/card/mom/136/coming-in-hot
"Etali, Primal Conqueror // Etali, Primal Sickness",mom,4/21/2023,Legendary ,Creature,Elder Dinosaur,{5}{R}{R},7,7,7,Rare,0,0,0,1,0,136,https://scryfall.com/card/mom/137/etali-primal-conqueror-etali-primal-sickness
Fearless Skald,mom,4/21/2023,,Creature,Dwarf Berserker,{4}{R},5,3,2,Uncommon,0,0,0,1,0,137,https://scryfall.com/card/mom/138/fearless-skald
Furnace Gremlin,mom,4/21/2023,,Creature,Phyrexian Gremlin,{1}{R},2,1,2,Uncommon,0,0,0,1,0,138,https://scryfall.com/card/mom/139/furnace-gremlin
Furnace Host Charger,mom,4/21/2023,,Creature,Phyrexian Giant,{5}{R},6,5,5,Common,0,0,0,1,0,139,https://scryfall.com/card/mom/140/furnace-host-charger
Furnace Reins,mom,4/21/2023,,Sorcery,,{2}{R},3,,,Uncommon,0,0,0,1,0,140,https://scryfall.com/card/mom/141/furnace-reins
Hangar Scrounger,mom,4/21/2023,,Creature,Dwarf Pilot,{2}{R},3,2,1,Common,0,0,0,1,0,141,https://scryfall.com/card/mom/142/hangar-scrounger
Harried Artisan // Phyrexian Skyflayer,mom,4/21/2023,,Creature,Human Artificer,{2}{R},3,2,3,Uncommon,0,0,0,1,0,142,https://scryfall.com/card/mom/143/harried-artisan-phyrexian-skyflayer
Into the Fire,mom,4/21/2023,,Sorcery,,{2}{R},3,,,Rare,0,0,0,1,0,143,https://scryfall.com/card/mom/144/into-the-fire
Invasion of Kaldheim // Pyre of the World Tree,mom,4/21/2023,,Battle,Siege,{3}{R},4,,4,Rare,0,0,0,1,0,144,https://scryfall.com/card/mom/145/invasion-of-kaldheim-pyre-of-the-world-tree
Invasion of Karsus // Refraction Elemental,mom,4/21/2023,,Battle,Siege,{2}{R}{R},4,,4,Rare,0,0,0,1,0,145,https://scryfall.com/card/mom/146/invasion-of-karsus-refraction-elemental
Invasion of Mercadia // Kyren Flamewright,mom,4/21/2023,,Battle,Siege,{1}{R},2,,4,Uncommon,0,0,0,1,0,146,https://scryfall.com/card/mom/147/invasion-of-mercadia-kyren-flamewright
Invasion of Regatha // Disciples of the Inferno,mom,4/21/2023,,Battle,Siege,{2}{R},3,,5,Uncommon,0,0,0,1,0,147,https://scryfall.com/card/mom/148/invasion-of-regatha-disciples-of-the-inferno
Invasion of Tarkir // Defiant Thundermaw,mom,4/21/2023,,Battle,Siege,{1}{R},2,,5,Mythic Rare,0,0,0,1,0,148,https://scryfall.com/card/mom/149/invasion-of-tarkir-defiant-thundermaw
Karsus Depthguard,mom,4/21/2023,,Creature,Viashino Warrior,{2}{R},3,4,3,Common,0,0,0,1,0,149,https://scryfall.com/card/mom/150/karsus-depthguard
Khenra Spellspear // Gitaxian Spellstalker,mom,4/21/2023,,Creature,Jackal Warrior,{1}{R},2,2,2,Uncommon,0,0,0,1,0,150,https://scryfall.com/card/mom/151/khenra-spellspear-gitaxian-spellstalker
Lithomantic Barrage,mom,4/21/2023,,Sorcery,,{R},1,,,Uncommon,0,0,0,1,0,151,https://scryfall.com/card/mom/152/lithomantic-barrage
Marauding Dreadship,mom,4/21/2023,,Artifact,Vehicle,{2}{R},3,4,1,Common,0,0,0,1,0,152,https://scryfall.com/card/mom/153/marauding-dreadship
Mirran Banesplitter,mom,4/21/2023,,Artifact,Equipment,{R},1,,,Common,0,0,0,1,0,153,https://scryfall.com/card/mom/154/mirran-banesplitter
Nahiri's Warcrafting,mom,4/21/2023,,Sorcery,,{1}{R}{R},3,,,Rare,0,0,0,1,0,154,https://scryfall.com/card/mom/155/nahiris-warcrafting
Onakke Javelineer,mom,4/21/2023,,Creature,Ogre Spirit,{4}{R},5,5,4,Common,0,0,0,1,0,155,https://scryfall.com/card/mom/156/onakke-javelineer
